AIN,10000000,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
AIN,10000000,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
AIN,10000000,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
AIN,10000000,5,1,0,0,X,X,Z,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
BIN,10000001,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
BIN,10000001,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
BIN,10000001,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
BIN,10000001,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
BIN,10000001,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
BIN,10000001,5,1,0,0,X,X,Z,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
JMP,10000010,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
JMP,10000010,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
JMP,10000010,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
JMP,10000010,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
JMP,10000010,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
JMP,10000010,5,1,0,0,X,X,Z,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
JPE,10000101,0,0,0,0,1,X,Z,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
JPE,10000101,1,0,0,1,1,X,Z,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
JPE,10000101,2,0,1,1,1,X,Z,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
JPE,10000101,3,1,1,1,1,X,Z,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
JPE,10000101,4,1,1,0,1,X,Z,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
JPE,10000101,5,1,0,0,1,X,Z,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
JPE,10000101,0,0,0,0,0,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
JPE,10000101,1,0,0,1,0,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
JPE,10000101,2,0,1,1,0,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
JPE,10000101,3,1,1,1,0,X,Z,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
JPE,10000101,4,1,1,0,0,X,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
JPE,10000101,5,1,0,0,0,X,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
JPC,10000100,0,0,0,0,X,1,Z,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
JPC,10000100,1,0,0,1,X,1,Z,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
JPC,10000100,2,0,1,1,X,1,Z,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
JPC,10000100,3,1,1,1,X,1,Z,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
JPC,10000100,4,1,1,0,X,1,Z,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
JPC,10000100,5,1,0,0,X,1,Z,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
JPC,10000100,0,0,0,0,X,0,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
JPC,10000100,1,0,0,1,X,0,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
JPC,10000100,2,0,1,1,X,0,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
JPC,10000100,3,1,1,1,X,0,Z,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
JPC,10000100,4,1,1,0,X,0,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
JPC,10000100,5,1,0,0,X,0,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
DSP,10000011,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
DSP,10000011,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
DSP,10000011,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
DSP,10000011,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
DSP,10000011,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
DSP,10000011,5,1,0,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
JBI,10000110,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
JBI,10000110,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
JBI,10000110,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
JBI,10000110,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
JBI,10000110,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
JBI,10000110,5,1,0,0,X,X,Z,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
JBIH,10000111,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
JBIH,10000111,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
JBIH,10000111,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
JBIH,10000111,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
JBIH,10000111,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
JBIH,10000111,5,1,0,0,X,X,Z,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALU Commands,11XXXXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
FLF,11,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
FLF,11,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
FLF,11,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
FLF,11,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
FLF,11,4,1,1,0,X,X,ALU,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
FLF,11,5,1,0,0,X,X,ALU,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
MEO,10110001,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
MEO,10110001,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
MEO,10110001,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
MEO,10110001,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
MEO,10110001,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
MEO,10110001,5,1,0,0,X,X,Z,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
MEN,10110000,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
MEN,10110000,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
MEN,10110000,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
MEN,10110000,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
MEN,10110000,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
MEN,10110000,5,1,0,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
SMA,10100000,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
SMA,10100000,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
SMA,10100000,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
SMA,10100000,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
SMA,10100000,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
SMA,10100000,5,1,0,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
SMAH,10100001,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
SMAH,10100001,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
SMAH,10100001,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
SMAH,10100001,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
SMAH,10100001,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
SMAH,10100001,5,1,0,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
STK,10110010,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0
STK,10110010,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
STK,10110010,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
STK,10110010,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
STK,10110010,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
STK,10110010,5,1,0,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
USK,10110011,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1
USK,10110011,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
USK,10110011,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
USK,10110011,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
USK,10110011,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
USK,10110011,5,1,0,0,X,X,Z,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
STC,0,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1
STC,0,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
STC,0,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
STC,0,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
STC,0,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
STC,0,5,1,0,0,X,X,Z,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
SSK,10100010,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1
SSK,10100010,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
SSK,10100010,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
SSK,10100010,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
SSK,10100010,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
SSK,10100010,5,1,0,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
SSK,10100010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Name,Instruction Code,STATE NAME,D2,D1,D0,AB FLAG,Carry Flag,MainBus,Count,CounterOutControl,InsRegControl,RegAControl,RegBControl,MainRegReadControl,LowJumpRegLoad,HighJumpRegLoad,JumpEnable,MainRegOutputControl,MemOutEnable,MemWriteControl,Ram_LowControl,Ram_HighControl,Ram_Addr_Enable,StackCount,StackOutControl,DisplayControl,LowStackJump,HighStackJump,StackCountDirection
SSKH,10100100,0,0,0,0,X,X,Z,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1
SSKH,10100100,1,0,0,1,X,X,Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
SSKH,10100100,2,0,1,1,X,X,Z,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
SSKH,10100100,3,1,1,1,X,X,Z,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
SSKH,10100100,4,1,1,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
SSKH,10100100,5,1,0,0,X,X,Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
